Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
32,1,1,141,0,NOTHING,false,0,3,0,0,3,,,2,0,3
33,1,1,141,0,NOTHING,false,0,3,0,0,3,,,2,0,3
34,1,1,141,0,NOTHING,false,0,3,0,0,3,,,2,0,3
35,1,1,141,0,NOTHING,false,0,3,0,0,3,,,2,0,3
36,1,1,141,0,NOTHING,false,0,3,0,0,3,,,2,0,3
37,1,1,141,0,NOTHING,false,0,3,0,0,3,,,2,0,3
38,1,1,141,0,NOTHING,false,0,3,0,0,3,,,2,0,3
39,1,1,141,0,NOTHING,false,0,3,0,0,3,,,2,0,3
40,1,1,141,0,NOTHING,false,0,3,0,0,3,,,2,0,3
41,1,1,141,0,NOTHING,false,0,3,0,0,3,,,2,0,3
42,1,1,141,0,NOTHING,false,0,3,0,0,3,,,2,0,3
43,1,1,141,0,NOTHING,false,0,3,0,0,3,,,2,0,3
44,1,1,141,0,NOTHING,false,0,3,0,0,3,,,2,0,3
45,1,1,141,0,NOTHING,false,0,3,0,0,3,,,2,0,3
46,1,1,141,0,NOTHING,false,0,3,0,0,3,,,2,0,3
47,1,1,141,0,NOTHING,false,0,3,0,0,3,,,2,0,3
48,1,1,141,0,NOTHING,false,0,3,0,0,3,,,2,0,3
49,1,1,141,0,NOTHING,false,0,3,0,0,3,,,2,0,3
50,1,1,141,0,NOTHING,false,0,3,0,0,3,,,2,0,3
51,1,1,141,0,NOTHING,false,0,3,0,0,3,,,2,0,3
52,1,1,141,0,NOTHING,false,0,3,0,0,3,,,2,0,3
53,1,1,141,0,NOTHING,false,0,3,0,0,3,,,2,0,3
54,1,1,141,0,NOTHING,false,0,3,0,0,3,,,2,0,3
55,1,1,141,0,NOTHING,false,0,3,0,0,3,,,2,0,3
56,1,1,141,0,NOTHING,false,0,3,0,0,3,,,2,0,3
57,1,1,141,0,NOTHING,false,0,3,0,0,3,,,2,0,3
58,1,1,141,0,NOTHING,false,0,3,0,0,3,,,2,0,3
59,1,1,141,0,NOTHING,false,0,3,0,0,3,,,2,0,3
60,1,1,141,0,NOTHING,false,0,3,0,0,3,,,2,0,3
61,1,1,141,0,NOTHING,false,0,3,0,0,3,,,2,0,3
62,1,1,141,0,NOTHING,false,0,3,0,0,3,,,2,0,3
63,1,1,141,0,NOTHING,false,0,3,0,0,3,,,2,0,3
64,1,1,141,0,NOTHING,false,0,3,0,0,3,,,2,0,3
65,1,1,141,0,NOTHING,false,0,3,0,0,3,,,2,0,3
66,1,1,141,0,NOTHING,false,0,3,0,0,3,,,2,0,3
67,1,1,141,0,NOTHING,false,0,3,0,0,3,,,2,0,3
68,1,1,141,0,NOTHING,false,0,3,0,0,3,,,2,0,3
69,1,1,141,0,NOTHING,false,0,3,0,0,3,,,2,0,3
70,1,1,141,0,NOTHING,false,0,3,0,0,3,,,2,0,3
71,1,1,141,0,NOTHING,false,0,3,0,0,3,,,2,0,3
72,1,1,141,0,NOTHING,false,0,3,0,0,3,,,2,0,3
73,1,1,141,0,NOTHING,false,0,3,0,0,3,,,2,0,3
74,1,1,141,0,NOTHING,false,0,3,0,0,3,,,2,0,3
75,1,1,141,0,NOTHING,false,0,3,0,0,3,,,2,0,3
76,1,1,141,0,NOTHING,false,0,3,0,0,3,,,2,0,3
77,1,1,141,0,NOTHING,false,0,3,0,0,3,,,2,0,3
78,1,1,141,0,NOTHING,false,0,3,0,0,3,,,2,0,3
79,1,1,141,0,NOTHING,false,0,3,0,0,3,,,2,0,3
80,1,1,141,0,NOTHING,false,0,3,0,0,3,,,2,0,3
81,1,1,141,0,NOTHING,false,0,3,0,0,3,,,2,0,3
82,1,1,141,0,NOTHING,false,0,3,0,0,3,,,2,0,3
83,1,1,141,0,NOTHING,false,0,3,0,0,3,,,2,0,3
84,1,1,141,0,NOTHING,false,0,3,0,0,3,,,2,0,3
85,1,1,141,0,NOTHING,false,0,3,0,0,3,,,2,0,3
86,1,1,141,0,NOTHING,false,0,3,0,0,3,,,2,0,3
87,1,1,141,0,NOTHING,false,0,3,0,0,3,,,2,0,3
88,1,1,141,0,NOTHING,false,0,3,0,0,3,,,2,0,3
89,1,1,141,0,NOTHING,false,0,3,0,0,3,,,2,0,3
90,1,1,141,0,NOTHING,false,0,3,0,0,3,,,2,0,3
91,1,1,141,0,NOTHING,false,0,3,0,0,3,,,2,0,3
92,1,1,141,0,NOTHING,false,0,3,0,0,3,,,2,0,3
93,1,1,141,0,NOTHING,false,0,3,0,0,3,,,2,0,3
94,1,1,141,0,NOTHING,false,0,3,0,0,3,,,2,0,3
95,1,1,141,0,NOTHING,false,0,3,0,0,3,,,2,0,3
96,1,1,141,0,NOTHING,false,0,3,0,0,3,,,2,0,3
97,1,1,141,0,NOTHING,false,0,3,0,0,3,,,2,0,3
98,1,1,141,0,NOTHING,false,0,3,0,0,3,,,2,0,3
99,1,1,141,0,NOTHING,false,0,3,0,0,3,,,2,0,3
100,1,1,141,0,NOTHING,false,0,3,0,0,3,,,2,0,3
