Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
32,1,1,142,3,ACCELERATING,false,0,4,0,0,0,,,1,1,4
33,1,1,145,3,ACCELERATING,false,0,4,0,0,1,,,1,1,8
34,1,1,148,3,ACCELERATING,false,0,4,0,0,1,,,1,1,8
35,1,1,151,3,ACCELERATING,false,0,4,0,0,1,,,1,1,8
36,1,1,154,3,ACCELERATING,false,0,4,0,0,1,,,1,1,8
37,1,1,157,3,ACCELERATING,false,0,4,0,0,1,,,1,1,8
38,1,1,160,0,HIT_MUD,false,0,5,0,0,1,,,1,1,5
39,1,1,160,0,FIXED_CAR,false,0,3,0,0,1,,,1,1,5
40,1,1,163,3,ACCELERATING,false,0,3,0,0,1,,,1,1,5
41,1,1,169,0,HIT_MUD,false,0,5,0,0,1,,,1,1,-7
42,1,1,169,0,FIXED_CAR,false,0,3,0,0,1,,,1,1,-7
43,1,1,172,3,HIT_MUD,false,0,4,0,0,1,,,1,1,-10
44,1,1,175,3,ACCELERATING,false,0,4,0,0,1,,,1,1,-10
45,1,1,178,3,ACCELERATING,false,0,4,0,0,1,,,1,1,-10
46,1,1,181,3,ACCELERATING,false,0,4,0,1,1,,,1,1,-6
47,1,1,184,3,ACCELERATING,false,0,4,0,1,1,,,1,1,-6
48,1,1,187,3,ACCELERATING,false,0,4,0,1,1,,,1,1,-6
49,1,1,190,3,ACCELERATING,false,0,4,0,1,1,,,1,1,-6
50,1,1,193,3,ACCELERATING,false,0,4,0,1,1,,,1,1,-6
51,1,1,196,3,ACCELERATING,false,0,4,0,1,1,,,1,1,-6
52,1,1,199,3,ACCELERATING,false,0,4,0,1,1,,,1,1,-6
53,1,1,202,3,ACCELERATING,false,0,4,0,1,1,,,1,1,-6
54,1,1,205,3,ACCELERATING,false,0,4,0,1,1,,,1,1,-6
55,1,1,208,3,ACCELERATING,false,0,4,0,1,2,,,1,1,-2
56,1,1,211,3,ACCELERATING,false,0,4,0,1,2,,,1,1,-2
57,1,1,214,3,ACCELERATING,false,0,4,0,1,2,,,1,1,-2
58,1,1,217,3,ACCELERATING,false,0,4,0,1,2,,,1,1,-2
59,1,1,220,3,ACCELERATING,false,0,4,0,1,2,,,1,1,-2
60,1,1,223,3,ACCELERATING,false,0,4,0,1,2,,,1,1,-2
61,1,1,226,3,ACCELERATING,false,0,4,0,1,2,,,1,1,-2
62,1,1,229,3,ACCELERATING,false,0,4,0,1,2,,,1,1,-2
63,1,1,232,3,ACCELERATING,false,0,4,0,1,2,,,1,1,-2
64,1,1,235,3,ACCELERATING,false,0,4,0,1,2,,,1,1,-2
65,1,1,238,3,ACCELERATING,false,0,4,0,1,2,,,1,1,-2
66,1,1,241,3,ACCELERATING,false,0,4,0,1,2,,,1,1,-2
67,1,1,244,3,ACCELERATING,false,0,4,0,1,2,,,1,1,-2
68,1,1,247,3,ACCELERATING,false,0,4,0,1,2,,,1,1,-2
69,1,1,250,3,ACCELERATING,false,0,4,0,1,2,,,1,1,-2
70,1,1,253,3,ACCELERATING,false,0,4,0,1,2,,,1,2,2
71,1,1,256,3,ACCELERATING,false,0,4,0,2,2,,,1,2,6
72,1,1,259,3,ACCELERATING,false,0,4,0,2,2,,,1,2,6
73,1,1,262,3,ACCELERATING,false,0,4,0,2,2,,,1,2,6
74,1,1,265,0,HIT_MUD,false,0,5,0,3,2,,,1,2,4
75,1,1,265,0,FIXED_CAR,false,0,3,0,3,2,,,1,2,4
76,1,1,268,0,HIT_MUD,false,0,5,0,3,2,,,1,2,-5
77,1,1,268,0,FIXED_CAR,false,0,3,0,3,2,,,1,2,-5
78,1,1,271,3,ACCELERATING,false,0,3,0,3,2,,,1,2,-5
79,1,1,277,6,ACCELERATING,false,0,3,0,3,2,,,1,2,-5
80,1,1,283,6,ACCELERATING,false,0,3,1,3,2,,,1,2,-1
81,1,1,289,6,USED_BOOST,true,5,3,0,3,2,,,1,2,3
82,1,1,295,6,ACCELERATING,true,4,3,0,3,3,,,1,2,7
83,1,1,301,6,ACCELERATING,true,3,3,0,3,3,,,1,2,7
84,1,1,307,0,HIT_WALL,false,0,5,0,3,3,,,1,2,2
85,1,1,307,0,FIXED_CAR,false,0,3,0,3,3,,,1,2,2
86,1,1,310,3,ACCELERATING,false,0,3,0,3,3,,,1,2,2
87,1,1,316,6,ACCELERATING,false,0,3,0,3,3,,,1,2,2
88,1,1,322,6,USED_LIZARD,false,0,3,0,3,2,,,1,2,2
89,1,1,328,6,ACCELERATING,false,0,3,0,3,2,,,1,2,2
90,1,1,334,6,ACCELERATING,false,0,3,0,3,2,,,1,2,2
91,1,1,340,6,ACCELERATING,false,0,3,0,3,2,,,1,3,6
92,1,1,346,6,ACCELERATING,false,0,3,0,3,2,,,1,3,6
93,1,1,352,6,USED_LIZARD,false,0,3,0,3,1,,,1,3,6
94,1,1,358,6,ACCELERATING,false,0,3,0,3,1,,,1,3,6
95,1,1,364,6,ACCELERATING,false,0,3,0,3,1,,,1,3,6
96,1,1,370,3,HIT_MUD,false,0,4,0,3,0,,,1,3,3
97,1,1,373,3,ACCELERATING,false,0,4,0,3,0,,,1,3,3
98,1,1,376,3,ACCELERATING,false,0,4,0,3,0,,,1,3,3
99,1,1,379,0,HIT_MUD,false,0,5,0,3,0,,,1,3,0
100,1,1,379,0,FIXED_CAR,false,0,3,0,3,0,,,1,3,0
