Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
64,1,2,240,6,ACCELERATING,true,3,3,0,2,1,,,3,1,-12
65,1,2,246,6,ACCELERATING,true,2,3,1,2,1,,,3,1,-8
66,1,2,252,6,USED_BOOST,true,5,3,0,2,1,,,3,2,0
67,1,2,258,6,ACCELERATING,true,4,3,0,2,1,,,3,2,0
68,1,2,260,0,HIT_CYBER_TRUCK,false,0,5,0,2,1,,,3,2,-7
69,1,2,260,0,FIXED_CAR,false,0,3,0,2,1,,,3,2,-7
70,1,2,262,0,HIT_CYBER_TRUCK,false,0,5,0,2,1,,,3,2,-14
71,1,2,262,0,FIXED_CAR,false,0,3,0,2,1,,,3,2,-14
72,1,2,265,3,ACCELERATING,false,0,3,0,2,1,,,3,2,-14
73,1,2,271,6,ACCELERATING,false,0,3,0,2,1,,,3,2,-14
74,1,2,277,6,USED_LIZARD,false,0,3,0,2,0,,,3,2,-14
75,1,1,282,3,HIT_MUD,false,0,4,0,2,0,,,3,2,-17
76,1,1,285,3,ACCELERATING,false,0,4,0,2,0,,,3,2,-17
77,1,1,288,3,ACCELERATING,false,0,4,0,3,0,,,3,2,-13
78,1,1,290,0,HIT_CYBER_TRUCK,false,0,5,0,3,0,,,3,2,-20
79,1,1,290,0,FIXED_CAR,false,0,3,0,3,0,,,3,2,-20
80,1,1,293,3,ACCELERATING,false,0,3,0,3,0,,,3,2,-20
81,1,1,299,6,ACCELERATING,false,0,3,0,3,0,,,3,2,-20
82,1,1,305,6,ACCELERATING,false,0,3,1,3,0,,,3,2,-16
83,1,1,311,3,HIT_MUD,false,0,4,0,3,0,,,3,2,-15
84,1,1,314,0,HIT_MUD,false,0,5,0,3,0,,,3,2,-24
85,1,1,314,0,FIXED_CAR,false,0,3,0,3,0,,,3,2,-24
86,1,1,317,3,ACCELERATING,false,0,3,0,3,0,,,3,2,-24
87,1,1,323,6,ACCELERATING,false,0,3,0,3,0,,,3,2,-24
88,1,1,325,0,HIT_CYBER_TRUCK,false,0,5,0,3,1,,,3,2,-27
89,1,1,325,0,FIXED_CAR,false,0,3,0,3,1,,,3,2,-27
90,1,1,328,3,ACCELERATING,false,0,3,0,3,1,,,3,2,-27
91,1,1,334,6,ACCELERATING,false,0,3,0,3,1,,,3,2,-27
92,1,1,340,6,ACCELERATING,false,0,3,0,4,1,,,3,2,-23
93,1,1,342,0,HIT_CYBER_TRUCK,false,0,5,0,4,1,,,3,2,-30
94,1,1,342,0,FIXED_CAR,false,0,3,0,4,1,,,3,2,-30
95,1,1,345,3,ACCELERATING,false,0,3,0,4,1,,,3,2,-30
96,1,1,351,6,ACCELERATING,false,0,3,0,6,1,,,3,2,-22
97,1,1,357,6,ACCELERATING,false,0,3,0,6,2,,,3,2,-18
98,1,1,363,6,USED_LIZARD,false,0,3,0,6,1,,,3,2,-18
99,1,1,369,6,ACCELERATING,false,0,3,0,6,1,,,3,2,-18
100,1,1,371,0,HIT_CYBER_TRUCK,false,0,5,0,6,1,,,3,2,-25
